group_id,name,category,privacy,member_count,creation_date,post_frequency,description,location,related_keywords,discovery_date,school_focus,geographic_scope,target_age_range,outreach_potential,best_contact_methods,admin_responsiveness,group_rules_strictness
fb_group_832838877,Natural Sciences Opportunities for young professionals,Natural Sciences,Public,5975,2024-01-15,10.38,"Supporting students and professionals in Natural Sciences. Share research, ask questions, and find collaborators.",Asia,"['biology', 'advice', 'collaboration', 'chemistry', 'resources', 'professionals', 'support', 'physics']",2025-05-11,Not School Specific,Local,22-38,5.0,['Group Admin Message'],Unknown,Unknown
fb_group_789552295,young professionals Community,Campus Housing,Closed,4157,2022-05-21,2.12,A supportive community for students navigating Campus Housing challenges and celebrating successes.,Online,"['housing options', 'university housing', 'resources', 'roommates', 'opportunities']",2025-05-11,Undergraduate,International,23-39,4.1,['Group Admin Message'],Unknown,Moderate
fb_group_338986097,Connect: Computer Science young professionals,Computer Science,Closed,14154,2023-06-26,13.51,"This group brings together Computer Science students, faculty, and professionals for academic discourse and support.",Global,"['tech', 'programming', 'young', 'advice', 'collaboration', 'resources']",2025-05-11,Not School Specific,National,24-41,5.4,['Post in Group'],High,Unknown
fb_group_324303502,Connect: Job Hunting young professionals,Job Hunting,Closed,12834,2020-06-21,35.18,A community dedicated to helping students transition into professional roles in Job Hunting.,Online,"['hiring', 'applications', 'support', 'collaboration', 'opportunities', 'resources']",2025-05-11,Not School Specific,International,20-38,6.5,['Post in Group'],Low,Unknown
fb_group_833247877,young professionals Help & Advice,Job Hunting,Public,16713,2024-01-19,45.3,"Support group for early-career professionals in Job Hunting. Resume reviews, interview tips, and mentorship.",United States,"['discussion', 'job market', 'resources', 'hiring', 'opportunities']",2025-05-11,Community College,Regional,22-41,8.5,"['Group Admin Message', 'Post in Group']",High,Unknown
fb_group_981954015,Mathematics Learning & Support,Mathematics,Closed,4745,2021-03-21,4.44,"This group brings together Mathematics students, faculty, and professionals for academic discourse and support.",Global,"['analytical', 'algebra', 'community', 'numerical', 'advice', 'early', 'math major']",2025-05-11,Professional School,National,22-37,4.4,['Group Admin Message'],Medium,Moderate
fb_group_1084764962,Networking early career Network,Networking,Closed,4131,2021-09-05,5.46,A community dedicated to helping students transition into professional roles in Networking.,Online,"['industry events', 'contacts', 'meetups', 'opportunities', 'connections', 'advice', 'early', 'referrals']",2025-05-11,Professional School,Local,22-41,4.3,"['Group Admin Message', 'Member Direct Messages']",Unknown,Moderate
fb_group_772074420,Psychology Learning & Support,Psychology,Closed,7535,2020-08-12,12.0,"A community for Psychology students and scholars to network, share resources, and discuss academic topics.",Online,"['advice', 'opportunities', 'early', 'clinical', 'mental health', 'community', 'collaboration']",2025-05-11,Community College,Regional,20-37,5.5,['Group Admin Message'],Low,Unknown
fb_group_381209221,Scholarships Learning & Support,Scholarships,Public,3909,2018-10-07,2.77,"Connect with peers in Scholarships, organize study sessions, and share campus resources.",Europe,"['merit scholarships', 'early', 'academic scholarships', 'opportunities', 'collaboration', 'support', 'fellowship', 'community']",2025-05-11,Not School Specific,National,21-40,4.1,"['Group Admin Message', 'Post in Group']",High,Strict
fb_group_1009270295,Future Liberal Arts Leaders,Liberal Arts,Closed,3328,2019-08-09,1.9,"A space for Liberal Arts students to connect with peers, ask questions, and share advice on coursework and research.",United States,"['writing', 'support', 'culture', 'arts', 'philosophy', 'opportunities']",2025-05-11,Undergraduate,State/Provincial,24-40,3.9,['Post in Group'],High,Strict
fb_group_529534350,Connect: Financial Aid early career,Financial Aid,Closed,1903,2023-05-26,4.04,A supportive community for students navigating Financial Aid challenges and celebrating successes.,Global,"['tuition assistance', 'community', 'support', 'early', 'advice']",2025-05-11,All Levels,National,22-38,3.7,['Group Admin Message'],Unknown,Unknown
fb_group_946774216,early career Success in Engineering,Engineering,Closed,3365,2021-03-18,1.32,"A community for Engineering students and scholars to network, share resources, and discuss academic topics.",Online,"['community', 'support', 'opportunities', 'early', 'collaboration', 'engineering major']",2025-05-11,Not School Specific,Global,24-41,3.2,['Group Admin Message'],High,Strict
fb_group_941361977,university clubs Community,Resume Building,Closed,6255,2021-08-06,11.5,"Support group for early-career professionals in Resume Building. Resume reviews, interview tips, and mentorship.",Europe,"['resources', 'clubs', 'cover letter', 'support', 'collaboration']",2025-05-11,High School,State/Provincial,16-21,5.1,['Post in Group'],Unknown,Strict
fb_group_430498631,Study Abroad Learning & Support,Study Abroad,Closed,5275,2023-01-18,6.04,A supportive community for students navigating Study Abroad challenges and celebrating successes.,Europe,"['foreign university', 'support', 'abroad semester', 'opportunities', 'collaboration', 'community']",2025-05-11,Undergraduate,National,18-36,4.6,['Member Direct Messages'],Low,Moderate
fb_group_134207832,university clubs Business Group,Business,Closed,4066,2024-02-03,3.97,"A space for Business students to connect with peers, ask questions, and share advice on coursework and research.",Online,"['support', 'community', 'clubs', 'collaboration', 'startups', 'advice', 'discussion', 'university']",2025-05-11,Undergraduate,Local,20-34,4.2,"['Group Admin Message', 'Post in Group', 'Member Direct Messages']",Unknown,Relaxed
fb_group_233571126,university clubs Students & Internships Professionals,Internships,Closed,1100,2022-05-14,1.66,"Support group for early-career professionals in Internships. Resume reviews, interview tips, and mentorship.",Europe,"['resources', 'trainee', 'discussion', 'support', 'clubs']",2025-05-11,All Levels,Regional,17-34,3.4,"['Group Admin Message', 'Post in Group']",High,Unknown
fb_group_1079491297,university clubs Medicine Group,Medicine,Closed,5020,2018-11-06,8.42,"This group brings together Medicine students, faculty, and professionals for academic discourse and support.",Online,"['resources', 'university', 'doctor', 'opportunities', 'discussion', 'MCAT']",2025-05-11,Graduate,Regional,20-30,4.7,"['Post in Group', 'Member Direct Messages']",Medium,Moderate
fb_group_484978524,Engineering university clubs Network,Engineering,Closed,6361,2023-01-19,14.58,"A space for Engineering students to connect with peers, ask questions, and share advice on coursework and research.",Global,"['mechanical', 'support', 'electrical', 'design', 'discussion', 'systems']",2025-05-11,Undergraduate,International,16-36,5.3,"['Group Admin Message', 'Post in Group']",Low,Strict
fb_group_195695980,university clubs Help & Advice,Law,Closed,7177,2018-09-05,9.19,"A space for Law students to connect with peers, ask questions, and share advice on coursework and research.",Global,"['support', 'JD', 'law school', 'opportunities', 'LSAT', 'legal studies', 'advice']",2025-05-11,High School,International,15-20,5.3,['Group Admin Message'],Medium,Strict
fb_group_281466006,university clubs College Life Group,College Life,Closed,18522,2021-05-07,28.38,A supportive community for students navigating College Life challenges and celebrating successes.,Online,"['collaboration', 'resources', 'dorm', 'college experience', 'opportunities', 'freshmen']",2025-05-11,High School,Local,16-21,6.9,"['Group Admin Message', 'Post in Group', 'Member Direct Messages']",High,Moderate
fb_group_881664379,university clubs Students & Communications Professionals,Communications,Closed,6526,2020-09-09,8.48,"This group brings together Communications students, faculty, and professionals for academic discourse and support.",Global,"['speech', 'opportunities', 'digital media', 'public relations', 'broadcasting']",2025-05-11,Graduate,Local,24-32,5.1,['Group Admin Message'],Medium,Unknown
fb_group_712024555,university clubs Interview Prep Group,Interview Prep,Closed,524,2019-07-27,2.17,"Connect with fellow Interview Prep professionals, share job opportunities, and discuss industry trends.",Global,"['advice', 'opportunities', 'preparation', 'mock interviews', 'discussion']",2025-05-11,High School,Regional,15-20,3.2,"['Group Admin Message', 'Post in Group']",High,Unknown
fb_group_568675683,Law university clubs Network,Law,Closed,2183,2024-03-13,2.6,"A community for Law students and scholars to network, share resources, and discuss academic topics.",Global,"['LSAT', 'discussion', 'community', 'legal studies', 'clubs']",2025-05-11,Undergraduate,International,19-33,3.7,"['Group Admin Message', 'Member Direct Messages']",High,Relaxed
fb_group_130002317,campus organizations Students & Engineering Professionals,Engineering,Closed,4112,2022-06-15,3.32,"A community for Engineering students and scholars to network, share resources, and discuss academic topics.",Asia,"['advice', 'collaboration', 'civil', 'electrical', 'organizations']",2025-05-11,Not School Specific,International,17-33,3.4,"['Group Admin Message', 'Post in Group']",Low,Relaxed
fb_group_851872380,campus organizations Success in Student Organizations,Student Organizations,Closed,3785,2022-01-28,3.84,"For students interested in Student Organizations to find roommates, study partners, and campus event information.",Online,"['support', 'leadership', 'campus', 'organizations', 'collaboration']",2025-05-11,Not School Specific,State/Provincial,20-35,3.4,['Group Admin Message'],Unknown,Strict
fb_group_1077851622,campus organizations Mathematics Group,Mathematics,Closed,5285,2022-06-29,14.38,"A space for Mathematics students to connect with peers, ask questions, and share advice on coursework and research.",United States,"['opportunities', 'support', 'resources', 'math major', 'calculus', 'discussion', 'analytical', 'algebra']",2025-05-11,Undergraduate,National,20-32,5.0,"['Group Admin Message', 'Post in Group']",Low,Relaxed
fb_group_690428379,campus organizations Community,College Life,Closed,15520,2021-01-30,18.43,"Connect with peers in College Life, organize study sessions, and share campus resources.",Asia,"['campus', 'discussion', 'opportunities', 'university life', 'resources', 'dorm']",2025-05-11,Community College,State/Provincial,17-35,6.4,['Group Admin Message'],Low,Strict
fb_group_413037848,Scholarships campus organizations Network,Scholarships,Closed,7640,2019-06-22,8.67,"Discuss Scholarships events, student activities, and campus life. Share tips on balancing academics and social life.",Global,"['funding opportunities', 'resources', 'discussion', 'campus', 'academic scholarships', 'support', 'collaboration']",2025-05-11,Graduate,Regional,21-27,5.3,['Post in Group'],Medium,Strict
fb_group_822456354,Law Learning & Support,Law,Closed,7741,2023-12-19,9.25,"A community for Law students and scholars to network, share resources, and discuss academic topics.",Europe,"['LSAT', 'community', 'organizations', 'advice', 'opportunities', 'collaboration', 'paralegal', 'legal profession']",2025-05-11,High School,Local,16-21,5.4,['Post in Group'],Low,Unknown
fb_group_883989669,alumni network Community,Liberal Arts,Closed,5479,2020-01-30,13.76,"Supporting students and professionals in Liberal Arts. Share research, ask questions, and find collaborators.",United States,"['resources', 'literature', 'discussion', 'network', 'writing', 'arts', 'advice']",2025-05-11,Graduate,Regional,24-29,5.1,"['Group Admin Message', 'Post in Group']",Unknown,Strict
fb_group_839108467,alumni network Success in Internships,Internships,Closed,6580,2019-04-14,7.6,"Job postings, career advice, and networking opportunities for those in Internships.",Global,"['network', 'alumni', 'trainee', 'collaboration', 'resources', 'support', 'practicum']",2025-05-11,Not School Specific,Regional,19-37,4.3,['Group Admin Message'],High,Moderate
fb_group_397527504,alumni network Study Abroad Group,Study Abroad,Closed,7065,2020-04-19,6.97,"Discuss Study Abroad events, student activities, and campus life. Share tips on balancing academics and social life.",United States,"['opportunities', 'international study', 'abroad semester', 'advice', 'network', 'collaboration', 'support', 'exchange program']",2025-05-11,Not School Specific,Regional,20-37,4.4,['Group Admin Message'],Unknown,Moderate
fb_group_485104390,alumni network Community,Job Hunting,Public,26504,2021-02-03,45.69,A community dedicated to helping students transition into professional roles in Job Hunting.,Online,"['resources', 'opportunities', 'discussion', 'hiring', 'career fair', 'applications', 'support', 'advice']",2025-05-11,High School,Local,13-18,8.5,['Group Admin Message'],Medium,Moderate
fb_group_805806678,alumni network Liberal Arts Group,Liberal Arts,Public,3657,2024-04-23,4.85,"A community for Liberal Arts students and scholars to network, share resources, and discuss academic topics.",Online,"['collaboration', 'support', 'opportunities', 'discussion', 'resources', 'advice', 'arts', 'network']",2025-05-11,Not School Specific,International,16-38,4.2,"['Group Admin Message', 'Post in Group', 'Comment on Active Threads', 'Member Direct Messages']",High,Relaxed
fb_group_363554685,Connect: Business alumni network,Business,Closed,2790,2020-06-15,5.48,"Supporting students and professionals in Business. Share research, ask questions, and find collaborators.",Online,"['finance', 'alumni', 'resources', 'MBA', 'opportunities', 'advice']",2025-05-11,Undergraduate,Local,19-32,4.0,['Group Admin Message'],Unknown,Strict
fb_group_1003124423,Connect: Networking alumni network,Networking,Closed,3853,2020-07-31,4.45,"Job postings, career advice, and networking opportunities for those in Networking.",Global,"['alumni', 'meetups', 'professional network', 'resources', 'referrals', 'contacts']",2025-05-11,Not School Specific,Regional,19-34,3.4,"['Group Admin Message', 'Post in Group', 'Member Direct Messages']",High,Strict
fb_group_1041419916,alumni network Community,Resume Building,Closed,6670,2023-06-11,8.3,A community dedicated to helping students transition into professional roles in Resume Building.,United States,"['resume tips', 'credentials', 'collaboration', 'support', 'alumni', 'resources', 'cover letter', 'community']",2025-05-11,Not School Specific,National,16-33,4.3,['Group Admin Message'],Unknown,Relaxed
fb_group_1074730196,alumni network Community,Liberal Arts,Closed,2575,2019-03-04,2.98,"A community for Liberal Arts students and scholars to network, share resources, and discuss academic topics.",Asia,"['alumni', 'literature', 'collaboration', 'history', 'resources', 'network']",2025-05-11,Not School Specific,Regional,19-34,3.0,['Group Admin Message'],Unknown,Unknown
fb_group_181437984,Future Interview Prep Leaders,Interview Prep,Closed,3997,2023-11-23,5.54,A community dedicated to helping students transition into professional roles in Interview Prep.,United States,"['alumni', 'support', 'network', 'interview questions', 'collaboration']",2025-05-11,Not School Specific,National,17-36,3.5,['Group Admin Message'],Low,Strict
fb_group_946856663,alumni network Students & Graduate School Professionals,Graduate School,Public,1051,2019-02-23,3.07,"Discuss Graduate School events, student activities, and campus life. Share tips on balancing academics and social life.",United States,"['support', 'opportunities', 'alumni', 'doctoral', 'network', 'graduate studies', 'community']",2025-05-11,Professional School,Local,17-37,4.2,"['Post in Group', 'Comment on Active Threads']",Low,Unknown
fb_group_1011356089,alumni network Fine Arts Group,Fine Arts,Public,6863,2022-06-12,7.17,"This group brings together Fine Arts students, faculty, and professionals for academic discourse and support.",Europe,"['discussion', 'design', 'music', 'advice', 'performance', 'network']",2025-05-11,Not School Specific,International,17-32,5.1,"['Post in Group', 'Comment on Active Threads', 'Member Direct Messages']",Unknown,Relaxed
fb_group_459421998,fraternity sorority Medicine Group,Medicine,Public,5272,2021-09-02,13.47,"A community for Medicine students and scholars to network, share resources, and discuss academic topics.",Europe,"['medical school', 'sorority', 'advice', 'pre-med', 'doctor', 'community']",2025-05-11,Not School Specific,Regional,18-37,5.0,['Group Admin Message'],Unknown,Strict
fb_group_980059580,fraternity sorority Help & Advice,Networking,Closed,4779,2023-07-31,4.54,A community dedicated to helping students transition into professional roles in Networking.,Global,"['support', 'opportunities', 'sorority', 'contacts', 'professional network', 'advice', 'referrals', 'resources']",2025-05-11,Not School Specific,National,17-32,3.7,"['Group Admin Message', 'Member Direct Messages']",Medium,Unknown
fb_group_119222667,fraternity sorority Students & Communications Professionals,Communications,Closed,5500,2024-02-10,6.06,"Supporting students and professionals in Communications. Share research, ask questions, and find collaborators.",Global,"['resources', 'speech', 'media', 'sorority', 'digital media', 'fraternity']",2025-05-11,Undergraduate,Global,18-33,4.7,['Group Admin Message'],High,Strict
fb_group_478699041,fraternity sorority Help & Advice,Computer Science,Closed,3528,2019-02-19,5.58,"Supporting students and professionals in Computer Science. Share research, ask questions, and find collaborators.",Asia,"['software', 'advice', 'algorithms', 'fraternity', 'CS major', 'sorority', 'community']",2025-05-11,PhD,Regional,20-34,4.2,"['Group Admin Message', 'Post in Group']",Medium,Moderate
fb_group_942931464,fraternity sorority Community,Campus Housing,Closed,4489,2021-01-31,3.4,"Connect with peers in Campus Housing, organize study sessions, and share campus resources.",Online,"['advice', 'fraternity', 'opportunities', 'dorms', 'community', 'discussion', 'roommates', 'collaboration']",2025-05-11,Not School Specific,National,18-37,3.5,['Group Admin Message'],Unknown,Moderate
fb_group_374643130,Connect: Computer Science fraternity sorority,Computer Science,Public,18507,2018-06-22,40.92,"A community for Computer Science students and scholars to network, share resources, and discuss academic topics.",Global,"['discussion', 'CS major', 'resources', 'algorithms', 'opportunities', 'community', 'collaboration', 'developer']",2025-05-11,Undergraduate,Local,17-37,8.3,['Group Admin Message'],High,Strict
fb_group_216762180,fraternity sorority Help & Advice,Law,Closed,204,2023-05-14,6.11,"A community for Law students and scholars to network, share resources, and discuss academic topics.",Global,"['support', 'attorney', 'advice', 'legal profession', 'community', 'collaboration', 'resources', 'LSAT']",2025-05-11,Graduate,National,20-30,3.4,"['Group Admin Message', 'Post in Group', 'Member Direct Messages']",Low,Strict
fb_group_808527017,fraternity sorority Help & Advice,Career Transitions,Public,3051,2024-05-05,6.23,A community dedicated to helping students transition into professional roles in Career Transitions.,Global,"['changing fields', 'new industry', 'pivot', 'advice', 'support', 'community', 'career change']",2025-05-11,Not School Specific,Local,19-34,4.1,['Group Admin Message'],Low,Moderate
fb_group_1028497078,Job Hunting Learning & Support,Job Hunting,Closed,22364,2019-12-25,22.2,"Job postings, career advice, and networking opportunities for those in Job Hunting.",Online,"['opportunities', 'fraternity', 'discussion', 'collaboration', 'resources', 'advice', 'applications', 'employment']",2025-05-11,Graduate,National,21-32,6.6,"['Group Admin Message', 'Post in Group']",Medium,Moderate
fb_group_1027436092,Business fraternity sorority Network,Business,Closed,26060,2020-06-26,19.78,"Supporting students and professionals in Business. Share research, ask questions, and find collaborators.",Asia,"['discussion', 'entrepreneurship', 'finance', 'opportunities', 'advice']",2025-05-11,All Levels,International,20-34,6.5,"['Group Admin Message', 'Post in Group']",Low,Relaxed
fb_group_958613116,fraternity sorority Help & Advice,Job Hunting,Closed,21579,2021-01-28,29.91,A community dedicated to helping students transition into professional roles in Job Hunting.,Online,"['opportunities', 'employment', 'job search', 'opportunities', 'hiring', 'discussion', 'collaboration', 'job market']",2025-05-11,Not School Specific,Global,17-38,6.2,"['Group Admin Message', 'Post in Group']",Unknown,Relaxed
fb_group_973876503,Financial Aid Opportunities for fraternity sorority,Financial Aid,Closed,998,2024-02-09,3.37,"For students interested in Financial Aid to find roommates, study partners, and campus event information.",Europe,"['community', 'student loans', 'advice', 'resources', 'support', 'FAFSA', 'collaboration', 'grants']",2025-05-11,Undergraduate,Regional,17-36,3.4,['Group Admin Message'],Medium,Relaxed
fb_group_1034238494,Entry-Level Learning & Support,Entry-Level,Public,1147,2020-01-26,5.48,A community dedicated to helping students transition into professional roles in Entry-Level.,Asia,"['discussion', 'advice', 'sorority', 'collaboration', 'starter role']",2025-05-11,Not School Specific,State/Provincial,20-32,3.6,['Group Admin Message'],Medium,Unknown
fb_group_593039860,fraternity sorority Career Transitions Group,Career Transitions,Closed,6694,2019-03-01,13.42,"Job postings, career advice, and networking opportunities for those in Career Transitions.",Europe,"['support', 'community', 'opportunities', 'advice', 'sorority', 'resources', 'collaboration']",2025-05-11,Graduate,State/Provincial,22-29,5.3,['Group Admin Message'],Unknown,Relaxed
fb_group_486210922,Career Transitions student government Network,Career Transitions,Public,7060,2020-09-03,9.94,"Job postings, career advice, and networking opportunities for those in Career Transitions.",Global,"['collaboration', 'career change', 'student', 'government', 'resources', 'changing fields', 'transition', 'pivot']",2025-05-11,Undergraduate,Regional,16-35,6.0,['Group Admin Message'],Low,Strict
fb_group_144286829,student government Success in Communications,Communications,Public,837,2018-09-04,4.58,"A space for Communications students to connect with peers, ask questions, and share advice on coursework and research.",Asia,"['speech', 'support', 'advice', 'broadcasting', 'opportunities', 'public relations', 'community']",2025-05-11,Undergraduate,Global,18-35,4.2,"['Group Admin Message', 'Post in Group']",Medium,Moderate
fb_group_657073710,student government Students & Graduate School Professionals,Graduate School,Public,2399,2020-02-09,4.24,"For students interested in Graduate School to find roommates, study partners, and campus event information.",Europe,"['support', 'PhD', 'discussion', 'student', 'doctoral']",2025-05-11,Community College,Local,17-37,4.6,"['Group Admin Message', 'Post in Group']",High,Strict
fb_group_389422936,Study Abroad Opportunities for student government,Study Abroad,Closed,2436,2020-10-05,6.47,A supportive community for students navigating Study Abroad challenges and celebrating successes.,Asia,"['global experience', 'collaboration', 'community', 'opportunities', 'international study', 'foreign university', 'student']",2025-05-11,Graduate,Regional,24-29,3.9,['Group Admin Message'],High,Relaxed
fb_group_768239800,student government Help & Advice,Psychology,Closed,1224,2021-10-30,3.32,"This group brings together Psychology students, faculty, and professionals for academic discourse and support.",United States,"['discussion', 'counseling', 'cognitive', 'resources', 'opportunities']",2025-05-11,PhD,Global,18-36,3.5,['Group Admin Message'],Medium,Strict
fb_group_185822695,Graduate School Learning & Support,Graduate School,Closed,1449,2020-03-08,6.83,"For students interested in Graduate School to find roommates, study partners, and campus event information.",Online,"['graduate studies', 'support', 'collaboration', 'masters', 'discussion', 'community', 'PhD']",2025-05-11,Community College,Regional,19-36,3.7,"['Post in Group', 'Member Direct Messages']",Medium,Strict
fb_group_290720181,Mathematics Opportunities for medical students,Mathematics,Closed,5562,2024-05-09,13.55,"A space for Mathematics students to connect with peers, ask questions, and share advice on coursework and research.",Asia,"['statistics', 'discussion', 'algebra', 'opportunities', 'math major', 'collaboration']",2025-05-11,High School,Global,13-18,5.1,"['Group Admin Message', 'Post in Group']",High,Relaxed
fb_group_295814891,Study Abroad Opportunities for medical students,Study Abroad,Public,5907,2023-02-21,5.94,"Connect with peers in Study Abroad, organize study sessions, and share campus resources.",Asia,"['advice', 'international study', 'exchange program', 'resources', 'global experience', 'collaboration', 'abroad semester', 'medical']",2025-05-11,High School,Local,15-22,5.5,['Group Admin Message'],Medium,Moderate
fb_group_1065099265,medical students Help & Advice,Professional Development,Closed,2070,2024-01-17,4.3,"Job postings, career advice, and networking opportunities for those in Professional Development.",Global,"['community', 'workshops', 'continuing education', 'learning', 'advice', 'collaboration', 'skills']",2025-05-11,Community College,State/Provincial,16-35,3.7,"['Group Admin Message', 'Post in Group']",Medium,Moderate
fb_group_518337597,medical students Networking Group,Networking,Closed,3194,2019-12-23,2.53,"Job postings, career advice, and networking opportunities for those in Networking.",Online,"['opportunities', 'students', 'connections', 'support', 'advice']",2025-05-11,Community College,National,17-36,3.9,['Group Admin Message'],Unknown,Strict
fb_group_114257666,Business Learning & Support,Business,Closed,8722,2024-04-19,14.56,"A community for Business students and scholars to network, share resources, and discuss academic topics.",United States,"['startups', 'MBA', 'entrepreneurship', 'students', 'collaboration', 'community', 'marketing', 'resources']",2025-05-11,Community College,State/Provincial,19-38,5.9,"['Group Admin Message', 'Post in Group']",Medium,Moderate
fb_group_680040144,medical students Students & Job Hunting Professionals,Job Hunting,Closed,25036,2019-04-13,10.32,A community dedicated to helping students transition into professional roles in Job Hunting.,Global,"['collaboration', 'advice', 'community', 'discussion', 'job search']",2025-05-11,All Levels,Local,16-34,6.0,['Post in Group'],High,Unknown
fb_group_434190982,law school students Success in Resume Building,Resume Building,Closed,5404,2021-11-01,6.82,"Connect with fellow Resume Building professionals, share job opportunities, and discuss industry trends.",United States,"['students', 'collaboration', 'resume tips', 'portfolio', 'application materials', 'resources', 'community', 'credentials']",2025-05-11,Graduate,National,24-31,4.7,['Group Admin Message'],Unknown,Relaxed
fb_group_164738465,Future Medicine Leaders,Medicine,Closed,6488,2019-06-22,5.86,"Supporting students and professionals in Medicine. Share research, ask questions, and find collaborators.",Online,"['students', 'healthcare', 'support', 'community', 'pre-med', 'physician']",2025-05-11,Not School Specific,Local,17-35,4.2,['Group Admin Message'],Unknown,Relaxed
fb_group_772578899,Student Organizations Learning & Support,Student Organizations,Public,1196,2019-02-27,3.35,A supportive community for students navigating Student Organizations challenges and celebrating successes.,Global,"['campus activities', 'resources', 'support', 'collaboration', 'societies']",2025-05-11,High School,Local,13-18,4.2,['Group Admin Message'],Low,Strict
fb_group_641468379,law school students Entry-Level Group,Entry-Level,Closed,1527,2018-12-15,6.11,"Job postings, career advice, and networking opportunities for those in Entry-Level.",United States,"['recent graduate', 'first job', 'advice', 'entry jobs', 'junior position', 'new grad', 'collaboration']",2025-05-11,Community College,Local,18-38,3.7,"['Group Admin Message', 'Post in Group']",High,Unknown
fb_group_898538656,law school students Success in Law,Law,Public,617,2023-12-18,1.51,"Supporting students and professionals in Law. Share research, ask questions, and find collaborators.",Europe,"['discussion', 'paralegal', 'school', 'attorney', 'community']",2025-05-11,Professional School,International,16-32,4.0,['Post in Group'],High,Moderate
fb_group_995774274,Career Transitions Learning & Support,Career Transitions,Public,1747,2023-07-16,1.22,"Connect with fellow Career Transitions professionals, share job opportunities, and discuss industry trends.",Global,"['pivot', 'community', 'advice', 'discussion', 'reskilling', 'changing fields']",2025-05-11,Graduate,Regional,24-33,4.2,['Post in Group'],Unknown,Strict
fb_group_280796367,Professional Development Learning & Support,Professional Development,Closed,5000,2019-05-27,4.47,"Support group for early-career professionals in Professional Development. Resume reviews, interview tips, and mentorship.",Online,"['advice', 'workshops', 'opportunities', 'students', 'learning', 'skills', 'certification']",2025-05-11,All Levels,Local,17-36,4.5,['Group Admin Message'],Unknown,Relaxed
fb_group_909200342,Future Networking Leaders,Networking,Closed,5645,2021-12-15,9.89,"Connect with fellow Networking professionals, share job opportunities, and discuss industry trends.",Europe,"['advice', 'referrals', 'discussion', 'industry events', 'contacts']",2025-05-11,High School,Regional,16-22,4.9,['Post in Group'],Low,Strict
fb_group_238181982,Future Campus Housing Leaders,Campus Housing,Public,5882,2020-02-14,10.42,A supportive community for students navigating Campus Housing challenges and celebrating successes.,Europe,"['collaboration', 'students', 'residence halls', 'opportunities', 'community']",2025-05-11,Undergraduate,Local,17-35,5.7,['Group Admin Message'],Medium,Relaxed
fb_group_423063926,MBA students Students & Student Activities Professionals,Student Activities,Closed,1312,2022-03-04,3.68,"Discuss Student Activities events, student activities, and campus life. Share tips on balancing academics and social life.",Global,"['events', 'resources', 'advice', 'university programs', 'community', 'student life']",2025-05-11,Undergraduate,International,17-36,3.5,['Group Admin Message'],Medium,Moderate
fb_group_864515214,MBA students Campus Housing Group,Campus Housing,Closed,1176,2022-09-12,6.1,"Connect with peers in Campus Housing, organize study sessions, and share campus resources.",Asia,"['students', 'housing options', 'community', 'on-campus living', 'discussion', 'collaboration', 'dorms', 'opportunities']",2025-05-11,Graduate,International,20-27,3.6,"['Post in Group', 'Member Direct Messages']",Low,Moderate
fb_group_811909604,Future Student Activities Leaders,Student Activities,Closed,284,2020-05-23,2.88,"For students interested in Student Activities to find roommates, study partners, and campus event information.",Global,"['opportunities', 'events', 'recreation', 'advice', 'students', 'university programs', 'community', 'student life']",2025-05-11,Graduate,State/Provincial,22-33,3.2,"['Group Admin Message', 'Post in Group']",High,Relaxed
fb_group_466659092,Campus Housing Opportunities for MBA students,Campus Housing,Closed,7276,2021-02-21,13.29,"Discuss Campus Housing events, student activities, and campus life. Share tips on balancing academics and social life.",Global,"['on-campus living', 'advice', 'opportunities', 'students', 'roommates', 'resources']",2025-05-11,Community College,Regional,17-33,5.5,"['Group Admin Message', 'Post in Group']",Medium,Strict
fb_group_169462817,MBA students Campus Housing Group,Campus Housing,Public,1209,2021-09-28,2.07,"For students interested in Campus Housing to find roommates, study partners, and campus event information.",United States,"['housing options', 'collaboration', 'on-campus living', 'support', 'resources', 'dorms']",2025-05-11,Community College,National,19-34,4.2,"['Group Admin Message', 'Post in Group', 'Comment on Active Threads', 'Member Direct Messages']",Medium,Relaxed
fb_group_308130781,Law Learning & Support,Law,Closed,930,2020-05-02,4.79,"A community for Law students and scholars to network, share resources, and discuss academic topics.",United States,"['opportunities', 'collaboration', 'legal studies', 'paralegal', 'JD']",2025-05-11,PhD,Regional,19-33,3.5,['Post in Group'],High,Strict
fb_group_145479998,Future College Life Leaders,College Life,Public,21284,2024-01-19,43.29,"Connect with peers in College Life, organize study sessions, and share campus resources.",Global,"['university life', 'support', 'collaboration', 'students', 'opportunities', 'college students', 'freshmen', 'advice']",2025-05-11,Graduate,Global,21-33,8.4,"['Group Admin Message', 'Comment on Active Threads']",Low,Relaxed
fb_group_919975019,MBA students Scholarships Group,Scholarships,Closed,6662,2019-02-17,8.8,"For students interested in Scholarships to find roommates, study partners, and campus event information.",Online,"['community', 'discussion', 'funding opportunities', 'merit scholarships', 'advice']",2025-05-11,Community College,Regional,19-38,5.1,['Post in Group'],Medium,Unknown
fb_group_471726347,Medicine Learning & Support,Medicine,Public,1612,2018-11-16,2.56,"This group brings together Medicine students, faculty, and professionals for academic discourse and support.",Europe,"['opportunities', 'physician', 'students', 'clinical', 'resources']",2025-05-11,Undergraduate,Regional,17-34,4.3,"['Group Admin Message', 'Comment on Active Threads', 'Member Direct Messages']",High,Moderate
